Mo,V
5200.8101,1606473.8
2800.24,1810263.6
4200.5298,2087402.8
4700.6602,1664214.4
9702.8301,1478724.6
6401.23,1366665.1
4900.7202,1278627.1
3600.3899,1662794.2
3200.3101,1579990.6
4100.5,1545946.8
2800.24,1991330.5
2400.1699,1758379.5
2200.1499,1399748.8
2800.24,1485649.8
2800.24,2181053.8
3200.3101,1553453.4
4100.5,2007655.9
3000.27,1630995.6
2700.22,2079503.8
4300.5601,1691914.8
4600.6401,1821679.2
3800.4299,1821368.1
2000.12,1869573.2
3300.3301,2068980.9
3800.4299,2031866.8
3000.27,2469852.0
3300.3301,1926840.6
4400.5801,2051641.1
2700.22,2096748.9
2400.1699,2148051.5
3100.29,1825655.8
2600.2,2213894.0
2900.25,1757879.0
4800.6899,1690061.8
2600.2,1335732.1
3600.3899,1729759.4
2700.22,1326818.8
2500.1899,1737820.6
3900.46,1621108.4
4400.5801,1861796.1
5300.8398,1691387.2
5200.8101,1940203.9
8001.9199,1812184.2
4300.5601,1609638.6
3900.46,1615400.6
3400.3501,1726959.5
3900.46,1695593.8
2400.1699,1924284.2
3200.3101,1975045.8
3100.29,2260422.0
3900.46,1748925.1
2000.12,1713366.4
2900.25,2251224.5
3800.4299,2200125.0
3300.3301,1824519.6
1900.11,2457854.8
2100.1299,1538818.8
4000.48,1302621.5
2700.22,1569237.8
3300.3301,1753063.9
2200.1499,1723808.1
3100.29,1634742.1
1900.11,2031880.2
5500.9102,1937796.2
4300.5601,1835678.1
3900.46,2135107.5
5000.75,1938689.0
3500.3701,2403847.2
3300.3301,1819542.1
3700.4099,2104945.5
2300.1599,1871548.0
2300.1599,1983336.9
4000.48,2501813.0
7001.4702,2697893.2
7301.6001,2993603.0
7701.7798,3273555.5
8001.9199,3657722.5
2900.25,2590338.0
3300.3301,1958247.0
3200.3101,2161225.2
4600.6401,1942219.1
4000.48,1752117.1
3300.3301,1595558.5
2200.1499,1614521.4
2800.24,1932791.9
3200.3101,1834880.1
3400.3501,1772892.4
3700.4099,1777978.0
3400.3501,1870019.6
1900.11,1788947.2
4100.5,1821571.0
3100.29,1720480.8
2200.1499,2108840.8
2700.22,1780101.5
1100.04,1660021.5
2100.1299,1466024.1
2600.2,1698474.8
1400.0601,1554724.9
2500.1899,1553642.8
3100.29,1460681.5
1500.0699,1307287.9
2000.12,1206092.0
3200.3101,1254620.2
1800.1,1262900.5
2300.1599,1396096.9
1900.11,1424203.0
3700.4099,1924838.8
4100.5,2300998.8
3300.3301,1903725.4
1200.04,1823018.2
2700.22,1538710.5
1700.09,1845119.0
1800.1,1974829.4
3000.27,1807856.0
1800.1,1897841.8
2700.22,1845294.9
2100.1299,2234006.5
1900.11,2370966.5
3000.27,2295818.5
3700.4099,1846119.9
1200.04,2246639.5
1600.08,1669475.9
1000.03,1497592.8
1800.1,1280683.0
1900.11,1477953.6
400.0,1133335.4
2100.1299,1061411.5
1700.09,1019352.6
1200.04,1390213.2
2500.1899,2132240.0
2500.1899,1631807.1
4000.48,1595842.6
3400.3501,1720237.4
5200.8101,1731423.0
5200.8101,1710607.1
8902.3799,1622785.5
11904.25,1466091.8
15006.76,2137650.2
20813.01,1619471.8
21614.02,1831187.6
30127.24,2019409.6
24718.34,2395461.2
17409.1,1942273.2
16708.381,2444843.2
35137.051,2905281.0
15407.13,1493832.6
9202.54,1676630.9
15607.32,1590838.1
8402.1201,2084007.9
6201.1602,1461790.6
4400.5801,1350407.4
3200.3101,1947588.9
2600.2,1619268.9
4000.48,1803987.8
4200.5298,1958274.0
2400.1699,1781034.9
2800.24,1963860.1
8702.2695,2243041.5
6501.27,2583696.8
4800.6899,2107758.8
11303.84,1731869.4
20212.26,1727094.9
10003.0,1870952.9
3300.3301,1587781.4
1400.0601,1622190.4
1800.1,1143330.8
2600.2,1696472.9
1600.08,1799213.2
2400.1699,2382274.0
1800.1,1638515.8
1800.1,2323924.5
4600.6401,2115752.2
4200.5298,2330700.8
3000.27,2356886.5
6601.3101,2761301.2
7001.4702,2277883.5
4700.6602,2556808.0
7901.8799,2235535.0
14806.58,2151649.2
24518.039,1904171.8
31730.221,2181851.8
,2925894.0
23817.029,3205048.5
5600.9399,2114210.5
2900.25,1919874.9
2700.22,2518706.5
3700.4099,2338856.8
2400.1699,2318812.0
3100.29,2594855.5
5801.0098,2159210.0
15307.04,2392702.2
7401.6499,2200733.5
7901.8799,1984459.5
13105.16,1976641.8
11203.77,1837341.9
7201.5601,2336422.2
5801.0098,2360254.2
4600.6401,2171667.0
6301.1899,1869235.1
5901.0498,1864068.4
2500.1899,1866137.8
2900.25,1967917.8
1900.11,1727270.6
1100.04,1396908.4
1500.0699,1333000.0
600.01001,1155238.1
800.02002,1251287.6
1400.0601,705533.56
1600.08,800082.69
2200.1499,983215.94
1500.0699,1122768.5
4900.7202,1895123.1
4400.5801,1834880.1
5700.98,2339533.0
5700.98,2144521.2
1900.11,1364663.4
900.02002,1240850.2
1000.03,1221537.9
2900.25,1381124.0
8402.1201,1778086.2
3700.4099,1610734.2
7501.6899,1809546.8
9402.6602,1809086.9
4900.7202,1668339.8
2600.2,1660738.4
2500.1899,1561230.6
2500.1899,1685923.0
3200.3101,1833000.1
2400.1699,1788000.5
3300.3301,1902467.5
3000.27,1917196.9
2900.25,1664133.2
4900.7202,1693199.8
2900.25,2197541.5
3900.46,2415438.8
2300.1599,2955677.2
4000.48,2479063.0
2900.25,2249047.0
8302.0703,2362229.0
2800.24,2234655.8
2600.2,2113087.8
1900.11,1924324.9
2500.1899,2043268.8
2600.2,1549598.6
8402.1201,1517921.8
11704.11,1316864.0
10603.38,1258383.6
14005.89,1530378.8
15607.32,1457773.5
12704.85,2664241.8
7901.8799,1890010.4
12104.4,2617416.0
5300.8398,2190846.2
5200.8101,1797333.1
6101.1201,2400249.5
4300.5601,2161333.5
4900.7202,1843780.0
5200.8101,2158101.0
5100.7798,1644710.5
2300.1599,1726648.5
2700.22,2680026.0
4600.6401,2620648.8
3600.3899,2800728.2
1900.11,2468188.5
3400.3501,2494252.2
2400.1699,2269930.5
1700.09,2645941.5
2400.1699,2402224.2
3400.3501,1743596.0
3000.27,2055590.6
2700.22,1802702.8
2000.12,2130021.8
5100.7798,2608556.8
3900.46,1971556.1
4600.6401,2388157.5
5000.75,1979658.0
4400.5801,1729231.9
5000.75,1622623.2
3100.29,1596978.8
3000.27,1567317.1
2600.2,1699313.2
2200.1499,1417129.1
3800.4299,2236603.5
4000.48,1988138.5
4300.5601,1855696.0
3100.29,1785444.1
2300.1599,2362445.5
1300.05,1690711.0
2600.2,1619011.9
2300.1599,1875741.0
2700.22,2069738.4
1600.08,1811102.2
1700.09,1610720.8
1600.08,2235724.2
1300.05,3687925.2
2800.24,1745976.5
2600.2,1684313.4
2400.1699,1804934.5
2400.1699,2117280.8
3200.3101,2115995.8
3000.27,2038561.9
1600.08,1889388.2
2200.1499,1700463.0
2400.1699,1876836.5
1800.1,1680932.0
2000.12,1420497.0
3200.3101,1491087.0
4400.5801,1507723.5
5600.9399,1140341.6
11203.77,1262577.8
10603.38,1209201.5
9502.71,1270431.2
8602.2197,1707306.9
4200.5298,1460316.2
2700.22,1397070.6
2000.12,1719493.5
4000.48,1848865.6
6201.1602,1537993.6
10903.57,1156355.9
7601.7402,1001009.9
7001.4702,1369235.0
6201.1602,1560405.6
5300.8398,1556172.0
2700.22,1883558.8
3100.29,1947575.2
1800.1,1963305.5
3400.3501,1881570.5
3400.3501,1584913.9
2300.1599,1847797.1
2500.1899,1830200.2
1400.0601,2278992.5
2100.1299,2028674.6
2300.1599,1799132.0
2000.12,1594584.8
1600.08,2212027.5
2000.12,1958463.4
4600.6401,1780913.1
5700.98,1816255.5
2300.1599,1556848.4
2200.1499,2095112.4
1900.11,1541077.5
1700.09,1752577.0
1700.09,1427543.8
2500.1899,1630765.6
1900.11,1669814.0
4500.6099,1736021.8
4100.5,2092758.9
1700.09,2464523.0
1300.05,1736752.1
1300.05,1475843.6
500.01001,1744312.9
2100.1299,1469608.4
2200.1499,1684624.5
1600.08,1390443.1
1000.03,1923865.0
1400.0601,1810601.8
1900.11,1957611.2
1200.04,1164863.5
1200.04,1192588.0
400.0,1163471.8
2000.12,1437255.1
1500.0699,1415600.8
2000.12,1580923.9
400.0,772527.0
0.0,47365.852
0.0,3700.3999
0.0,300.0
0.0,200.0
0.0,100.0
0.0,0.0
0.0,100.0
0.0,0.0
0.0,100.0
100.0,500.01001
0.0,0.0
4900.7202,0.0
4700.6602,2387156.8
4800.6899,2563854.8
7901.8799,2061663.5
5500.9102,2294479.2
4500.6099,1988463.1
6201.1602,2288947.5
4900.7202,2230611.5
7001.4702,2121135.5
5801.0098,1986975.2
5200.8101,2119390.8
5500.9102,1962318.1
5100.7798,2367801.5
7601.7402,2021086.9
7101.5098,2055658.2
5000.75,2282658.0
3600.3899,2049098.2
3900.46,2146644.8
4100.5,2284876.2
4900.7202,2710174.5
2900.25,1923269.9
4900.7202,2181960.0
4700.6602,2045744.0
5000.75,2615657.8
7001.4702,2555347.2
6101.1201,2546663.8
6801.3901,3381070.2
4800.6899,2664985.5
6201.1602,2588038.5
4900.7202,2327711.8
7601.7402,2476926.0
7301.6001,2072876.2
6501.27,1962385.8
6301.1899,1948657.4
4600.6401,1509373.5
4900.7202,1744691.6
4800.6899,1879068.2
4600.6401,1999838.1
4900.7202,1920591.8
4200.5298,2099508.2
4700.6602,1930222.0
4100.5,1834677.2
4400.5801,1928166.1
6501.27,2420713.5
4600.6401,2192293.5
5500.9102,2223389.0
4300.5601,2448062.2
4800.6899,2623894.8
4200.5298,2932589.2
7201.5601,2151487.0
11303.84,2426854.2
12404.62,
10103.07,
8802.3301,3293235.2
6801.3901,2759948.8
5700.98,2526970.5
5901.0498,2260881.8
5400.8799,2415073.5
4200.5298,2183556.0
3700.4099,1665323.5
5200.8101,2176982.8
4600.6401,2189602.0
5000.75,2486123.2
5901.0498,1972083.6
5400.8799,2203492.8
5000.75,2024968.6
6801.3901,2424960.8
9302.5996,2462994.5
6301.1899,2667312.0
7001.4702,3395137.0
6901.4302,2715598.2
6001.0801,2164431.0
4200.5298,2345011.0
5300.8398,1944856.6
5200.8101,2015757.8
6801.3901,2281251.2
4200.5298,2063151.4
5200.8101,1869005.2
6701.3501,1859442.6
4800.6899,2413883.2
4400.5801,2347350.8
5801.0098,2302121.2
5901.0498,1979549.8
5901.0498,3070739.5
2600.2,2119012.0
4700.6602,2428937.2
3300.3301,2302770.5
4000.48,2544134.5
2700.22,2106122.2
3600.3899,1850691.6
2900.25,2012268.1
3200.3101,2046136.2
2900.25,2186748.0
4800.6899,2488760.8
6301.1899,2963833.2
4700.6602,2811562.2
9802.8896,3192280.2
7301.6001,3170490.5
4400.5801,2975140.8
4700.6602,3075135.2
4400.5801,2192307.2
3000.27,2003720.0
2700.22,2250440.0
3700.4099,2119756.0
4100.5,1830781.9
1500.0699,1695147.4
3200.3101,1581018.5
2800.24,1448846.6
3300.3301,1559310.0
2200.1499,1097925.4
3100.29,1254297.5
4500.6099,1937120.0
4200.5298,1886872.5
6201.1602,1760097.2
7601.7402,1683028.5
4200.5298,1693172.6
4700.6602,1681838.2
4300.5601,1400993.1
4700.6602,1520667.4
3600.3899,1171328.8
15106.85,1794060.0
6801.3901,1542862.9
12504.7,1587889.5
8001.9199,1962669.9
7601.7402,1796724.5
21013.26,1503625.2
19211.08,1730665.6
14506.32,1464495.6
7801.8301,1259880.8
6901.4302,1240004.8
3800.4299,1526348.1
5000.75,1430884.6
3700.4099,1392918.4
4500.6099,2212582.0
7601.7402,2623786.8
3700.4099,2147551.0
2700.22,1998620.9
4200.5298,1623069.6
4100.5,1809912.0
3900.46,1936673.6
4000.48,2655125.5
4300.5601,1730395.0
3600.3899,1701301.5
4900.7202,1755917.9
4500.6099,1785471.2
2100.1299,1790151.1
3600.3899,1671410.0
4100.5,1515121.9
3600.3899,1354749.1
3300.3301,1285579.2
3400.3501,1424121.9
2900.25,1691711.9
3400.3501,1958003.5
2500.1899,1941326.5
2900.25,1695323.2
4000.48,2156545.5
3700.4099,2075026.9
5600.9399,2121135.5
4400.5801,1855060.4
3900.46,2300566.0
3900.46,1820015.5
3500.3701,1780980.8
5300.8398,1885127.8
7201.5601,1866178.4
5700.98,2083629.1
5200.8101,2321273.5
5200.8101,1994820.1
3100.29,1685084.4
7201.5601,2537926.2
3900.46,2181026.8
3400.3501,2367909.8
3500.3701,2424054.5
5100.7798,1885411.8
4600.6401,2006357.5
4800.6899,1843347.1
4900.7202,2456421.2
3400.3501,1653962.0
3300.3301,1755863.8
2800.24,1459761.8
3700.4099,1516839.6
4100.5,1251562.5
4800.6899,1474815.8
3900.46,1616036.2
4500.6099,1467173.8
3300.3301,1547664.5
3300.3301,1739416.6
4000.48,2002543.2
3200.3101,2128831.5
3000.27,2011037.2
3000.27,1658817.8
2200.1499,1805326.8
2000.12,2195959.0
3400.3501,2095477.5
2700.22,2498174.5
3100.29,1854681.6
3600.3899,1908026.5
4900.7202,2061244.2
6301.1899,2663470.8
3900.46,2413829.0
4000.48,2794425.2
4200.5298,2076325.2
3900.46,2051560.0
5300.8398,1944221.0
7001.4702,2224362.8
6501.27,2842143.5
5500.9102,2550708.0
3300.3301,2057511.2
4100.5,2089742.6
3700.4099,2002502.6
2700.22,1753848.4
3200.3101,1711432.2
3100.29,1529851.2
3300.3301,1705508.0
2500.1899,1799848.9
2900.25,1990559.6
2800.24,1960722.1
3200.3101,1738578.0
2300.1599,2045973.9
2200.1499,1723686.4
1300.05,1783483.0
2000.12,1497538.6
1500.0699,1637366.1
1900.11,1615157.1
2100.1299,1660697.8
2900.25,1377404.5
2100.1299,1404793.8
2300.1599,1685043.8
1900.11,1672803.1
3000.27,1628398.6
3000.27,1764520.1
3600.3899,1821598.0
4000.48,1977710.2
3200.3101,1397084.2
3800.4299,1080558.6
1100.04,726697.25
1400.0601,641470.62
1500.0699,613051.12
1100.04,680337.81
1500.0699,937542.69
1600.08,1164969.4
2900.25,1659629.2
1800.1,1662618.4
2900.25,1693023.9
300.0,1615441.1
4200.5298,1307017.4
1500.0699,1084821.2
1800.1,1685314.2
1600.08,1874604.8
400.0,1700354.8
2000.12,1675400.0
2300.1599,1358766.2
800.02002,1193186.1
2400.1699,1112847.5
700.01001,984274.62
1600.08,1032936.2
1200.04,1395772.2
1200.04,1763072.9
2300.1599,1811021.0
1800.1,2019098.5
3300.3301,2984500.2
3000.27,1983823.9
3900.46,1761815.0
5901.0498,1596302.5
11103.7,1248708.6
16908.58,1567993.4
11804.18,1612587.2
18510.289,1442313.8
19010.85,1273419.9
20312.391,1569521.8
21513.891,1508805.5
25820.01,1387264.6
34736.211,1681446.0
35938.75,1718884.8
16408.08,1571131.4
19311.199,1497484.6
24718.34,1903157.2
33132.941,1925609.8
24017.32,1357129.6
29225.641,1723821.6
11604.04,1951186.6
9002.4297,2010523.4
7201.5601,1767549.9
2500.1899,2072916.9
6201.1602,1947534.8
10003.0,2189683.2
15006.76,3434631.8
15407.13,1771932.1
17809.52,2853072.2
12004.33,1991060.0
3200.3101,2150797.2
1800.1,1717978.6
1900.11,1530216.5
1500.0699,1963413.8
6301.1899,2146915.2
3100.29,1826061.5
4800.6899,2146212.0
8001.9199,1896759.8
2500.1899,2076636.4
1500.0699,1709038.1
1600.08,1857995.4
1800.1,1597411.5
700.01001,1420361.8
1900.11,1744908.0
3000.27,2132686.5
3100.29,1567100.8
4800.6899,1608556.6
2400.1699,1649241.6
2800.24,1706576.5
8302.0703,1930113.8
12804.92,2013012.0
9002.4297,1361593.1
10303.19,1914965.1
8402.1201,2642411.5
6001.0801,2083020.5
2000.12,2049531.1
2600.2,1963332.6
5400.8799,1642275.9
3500.3701,2238077.8
4500.6099,1785971.6
5901.0498,1838221.0
7101.5098,2085671.5
6501.27,2364312.0
8202.0195,2912720.0
16007.69,2218195.0
17609.311,2214489.0
15206.94,3241513.5
11203.77,3309398.2
4400.5801,2119025.5
4200.5298,2395190.8
2100.1299,1996686.6
1700.09,1453053.0
1400.0601,1547962.0
1700.09,2089972.6
3700.4099,1987056.5
5400.8799,2444856.8
4100.5,1871872.6
3400.3501,2166419.2
2800.24,2465591.5
1900.11,2106338.5
1600.08,1907647.8
2900.25,1832797.2
4900.7202,1956935.0
7001.4702,1607298.8
4600.6401,1769443.4
4300.5601,2465686.2
4100.5,1708902.9
9902.9404,1943152.4
10803.51,2085928.5
8001.9199,2027565.6
8202.0195,2293181.0
9902.9404,2292166.5
4400.5801,2086969.9
3300.3301,1766589.5
2400.1699,1801296.1
2300.1599,1398531.4
4800.6899,1642992.8
4300.5601,1174683.1
6701.3501,1179736.6
6301.1899,1657221.6
6601.3101,1506884.9
11904.25,1837030.8
14306.14,2068385.8
11704.11,2031988.5
6601.3101,3027349.5
5700.98,2131604.2
5100.7798,2782157.8
5400.8799,2332026.5
4000.48,2219872.2
6701.3501,1525509.6
5100.7798,1779804.0
4200.5298,2067547.2
2600.2,2322274.5
3500.3701,2052750.2
5000.75,2254497.8
5000.75,1673019.5
3700.4099,1586902.1
4600.6401,1894162.8
3900.46,1845281.4
3500.3701,2407783.2
2300.1599,1556496.6
3400.3501,1667298.2
2000.12,1579152.0
2500.1899,1854695.1
2300.1599,2353126.2
2200.1499,2788501.2
3200.3101,2020627.0
2000.12,2096627.1
2000.12,2093408.1
2200.1499,2362716.0
3100.29,2490952.0
3200.3101,2559499.5
2900.25,2347391.5
2900.25,2392607.5
3100.29,2652704.2
2100.1299,1916250.0
2000.12,2191211.5
1600.08,2004490.9
2600.2,2219723.5
1700.09,2242568.2
1300.05,1826196.8
1100.04,1702816.4
2800.24,2026064.2
3700.4099,1873901.5
4000.48,2123218.5
2400.1699,2161766.5
2100.1299,2295953.8
3400.3501,2922647.8
1700.09,3199854.8
2200.1499,2332067.0
1500.0699,2253970.2
2700.22,2004612.6
1800.1,2038575.4
4500.6099,1948116.4
1900.11,1982268.4
1200.04,1693970.6
1200.04,1776125.0
1800.1,2090310.8
1600.08,1608610.8
2500.1899,1914802.8
3400.3501,1708010.2
1800.1,1637217.4
1500.0699,1734047.0
1900.11,1547123.5
1400.0601,1726378.0
2300.1599,1840074.0
1500.0699,1739754.8
200.0,1164511.9
2100.1299,1489964.4
4000.48,1678443.2
4600.6401,1780859.0
6101.1201,2453513.2
5901.0498,1955650.0
2100.1299,1731828.8
1700.09,2246193.0
3700.4099,2167379.5
2600.2,1701220.4
3500.3701,2044215.5
2300.1599,1839600.6
3200.3101,1838139.9
4100.5,1822030.9
8502.1699,1687573.1
6701.3501,1804407.0
4500.6099,1459531.8
3200.3101,2006005.8
1800.1,1815741.5
2400.1699,2324600.8
1100.04,2104188.0
1300.05,1834623.1
2300.1599,1787784.1
1900.11,1978102.5
2100.1299,2014743.4
1900.11,1667961.0
1700.09,1573525.4
2600.2,1608421.4
2300.1599,1794776.9
3200.3101,2423094.0
1400.0601,1778302.6
4600.6401,1562826.6
5600.9399,1693078.0
7501.6899,2059310.1
9902.9404,2185382.0
7001.4702,1927138.1
6701.3501,2195932.0
3400.3501,2383423.5
2100.1299,2556253.5
1700.09,1881286.4
1800.1,2011632.5
1900.11,1917575.5
1200.04,1673114.2
2500.1899,1433197.5
2000.12,1534057.8
1400.0601,1995415.2
800.02002,1610003.9
600.01001,2048259.8
2300.1599,1661631.0
2000.12,2186301.8
2400.1699,2261355.2
2100.1299,1897706.5
1600.08,1841007.2
3400.3501,1826670.1
1700.09,1556672.5
1500.0699,1453742.9
2300.1599,1353897.0
5500.9102,1089458.4
6801.3901,1000586.1
5400.8799,1118287.2
8302.0703,1033997.9
6601.3101,1149359.1
4900.7202,1071197.1
1000.03,905895.19
1500.0699,867047.06
1600.08,1212633.2
1200.04,1469446.0
0.0,521005.34
0.0,12804.82
0.0,1300.05
0.0,600.01001
0.0,0.0
0.0,100.0
0.0,100.0
0.0,200.0
0.0,100.0
0.0,0.0
0.0,0.0
6201.1602,14506.18
5600.9399,2200868.8
3900.46,2054630.2
6201.1602,1802067.1
4300.5601,2677943.0
8502.1699,2245395.0
3400.3501,2543755.8
6601.3101,2168759.0
5100.7798,2180688.8
4100.5,1782198.0
4000.48,1930695.4
5000.75,2057714.1
6601.3101,2185341.5
5300.8398,1959112.6
3600.3899,2009874.1
4400.5801,2367679.8
4000.48,1966173.0
4500.6099,2202072.5
5000.75,2083859.0
5600.9399,2654002.8
6001.0801,2601591.2
6001.0801,2744948.8
6901.4302,2275367.8
4700.6602,2466971.0
8101.9702,2470095.5
5901.0498,2196730.0
4100.5,2058525.6
4800.6899,1996524.4
4000.48,1977845.5
4600.6401,2216734.2
5500.9102,2483445.2
4600.6401,2378446.2
5700.98,2241837.8
3000.27,2044188.5
5600.9399,1916060.8
5100.7798,2153313.0
3800.4299,2017083.2
5801.0098,1965456.1
4800.6899,2107461.2
3500.3701,2237049.8
3500.3701,1988868.9
4400.5801,1803960.8
5400.8799,1943368.9
6001.0801,3272892.8
6301.1899,2197352.2
5500.9102,2261666.2
6601.3101,2751603.5
,2239795.5
3800.4299,2142884.8
6001.0801,1929180.5
2400.1699,1774136.8
4000.48,1839316.5
5700.98,2114819.0
5801.0098,1959910.6
5400.8799,2179282.0
5000.75,2383829.2
5901.0498,2463684.2
4000.48,2099575.8
4600.6401,2643182.2
4100.5,1918833.5
5200.8101,2442855.0
6401.23,1958855.6
4900.7202,1935943.2
6701.3501,1817161.6
3600.3899,1431087.5
4500.6099,1408283.4
3600.3899,1520640.4
4100.5,1595950.8
2900.25,1480942.8
4200.5298,1473598.4
4000.48,1840601.5
4400.5801,2009901.1
9002.4297,1808167.1
6301.1899,1866246.0
5500.9102,2254173.2
5600.9399,2899343.2
4500.6099,2271891.8
4700.6602,2250413.0
6901.4302,1960830.4
6101.1201,2421498.0
3500.3701,2410420.8
4900.7202,2157614.0
4000.48,2280818.5
4600.6401,2216666.8
5300.8398,2360078.5
4700.6602,2089539.8
5200.8101,1840114.5
4100.5,2127452.0
3500.3701,1873887.9
3500.3701,2051654.6
3400.3501,1947954.0
2600.2,2127952.5
6201.1602,2652325.8
8402.1201,2778830.5
6701.3501,3040077.0
12304.55,
9402.6602,2899816.8
10603.38,3380015.2
3400.3501,3296332.5
5100.7798,3645536.0
4700.6602,2735075.2
4100.5,2875578.8
2600.2,2215544.0
3700.4099,1930911.8
3100.29,2047502.2
2000.12,2059783.5
800.02002,1103836.1
2500.1899,1005885.2
4500.6099,1533570.9
10303.19,2041483.4
4100.5,2186112.5
8802.3301,2341697.2
5100.7798,2346268.8
5500.9102,2042024.4
4900.7202,1945046.0
2600.2,1560933.1
1800.1,1161414.5
2900.25,1361471.4
3000.27,1246774.4
4400.5801,1690535.1
6301.1899,1275665.0
5500.9102,1182306.0
6701.3501,1162402.4
10803.51,1660697.8
23817.029,1820421.4
32932.539,2175278.5
15407.13,1398626.1
11804.18,1328509.5
5901.0498,1352625.6
7901.8799,1358766.2
3400.3501,1421430.2
3800.4299,1518922.6
2600.2,1528011.8
2700.22,1892986.0
3500.3701,1650391.2
4500.6099,1773244.1
7201.5601,1825250.0
7201.5601,2361268.8
7401.6499,2289285.5
6401.23,2242514.0
5400.8799,2381191.8
3300.3301,3030906.5
4400.5801,1865853.8
4400.5801,2326819.0
4900.7202,1978914.0
5100.7798,2023629.6
4300.5601,1785741.8
6101.1201,2018665.8
3900.46,2011483.6
6601.3101,2044364.4
6601.3101,1930938.9
7901.8799,1880136.8
7601.7402,2055306.5
13205.24,2524049.0
5400.8799,2423432.2
3400.3501,1892932.0
3700.4099,1457381.2
1900.11,1689926.5
4400.5801,1563029.5
3500.3701,1408161.6
2500.1899,1524589.9
4500.6099,1909243.8
4300.5601,1869397.5
4600.6401,2469960.2
6601.3101,3171505.0
8302.0703,3261206.8
15707.41,3554481.8
10103.07,
5600.9399,2487570.5
5100.7798,2607217.8
5100.7798,2183461.5
4200.5298,1811453.9
4400.5801,1652447.1
3300.3301,1835597.0
3900.46,1714773.0
3300.3301,2070157.6
4500.6099,1488097.9
4100.5,1789528.9
4600.6401,1900344.0
4300.5601,1986244.9
3400.3501,1600022.0
4100.5,1552439.0
4000.48,1780994.2
7201.5601,1762991.8
8202.0195,2126329.2
5300.8398,2287026.8
7701.7798,2345024.5
6801.3901,2202180.8
3200.3101,2195418.0
3400.3501,2129332.0
2600.2,1951227.2
4700.6602,1998620.9
4000.48,2311995.0
4500.6099,2152623.0
4800.6899,1979860.9
6801.3901,1908865.1
4800.6899,1802215.9
3800.4299,1729137.1
4100.5,1696148.2
3600.3899,1844023.5
3300.3301,1974761.8
3100.29,1942692.5
2300.1599,2300728.2
2600.2,2033476.2
3700.4099,1917724.4
3900.46,2083291.0
3200.3101,2052601.4
2900.25,1947034.2
2100.1299,1778289.1
3800.4299,2014472.8
2400.1699,2164890.8
3300.3301,1860998.0
3600.3899,1859929.5
3800.4299,2131496.2
5000.75,2191144.0
5300.8398,1704169.0
3900.46,2037290.5
3100.29,1880272.0
1900.11,1699556.8
4500.6099,1612695.5
3700.4099,1495739.8
2300.1599,1432223.6
2400.1699,1430722.2
1900.11,1742054.1
3300.3301,1382490.1
2500.1899,1750534.6
2900.25,1742676.2
3000.27,1825466.4
4000.48,1917507.9
2800.24,1685436.0
2400.1699,1550369.6
2300.1599,1427882.0
1400.0601,965861.69
1400.0601,2996916.8
300.0,628452.56
1700.09,666714.0
2900.25,696367.31
1900.11,848233.19
2300.1599,1022649.9
1800.1,1070877.9
1300.05,1023702.4
2000.12,1249783.0
1400.0601,1398247.4
1800.1,1377675.0
1100.04,1326291.2
2500.1899,1264944.4
10003.0,1053544.4
4900.7202,1275812.5
4800.6899,1720264.4
12304.55,1807369.1
4700.6602,1583277.4
1900.11,1737482.5
3400.3501,1660373.1
3000.27,1736576.2
3500.3701,1598723.5
2100.1299,1496619.0
3300.3301,1318108.4
2500.1899,1300695.2
2200.1499,1249352.9
2300.1599,1218855.2
1900.11,1746788.0
2700.22,1664998.9
4500.6099,2440001.0
9302.5996,2245746.8
9402.6602,1776327.9
14906.67,1523548.4
10003.0,1440474.2
14506.32,1400573.8
15707.41,1000311.3
13205.24,1027310.6
19811.779,1449225.2
27122.08,1090351.1
,1459613.0
33433.539,1852233.5
28023.57,2021722.5
19511.43,2936092.2
6201.1602,1664065.6
9602.7695,1454338.0
2900.25,1969500.2
2500.1899,2294371.2
5801.0098,1662212.6
10203.13,1513918.1
12604.77,2112993.2
14306.14,2443490.8
18610.4,2185801.2
11804.18,1926516.0
8502.1699,2200530.8
9002.4297,1775394.6
2700.22,1937742.2
1200.04,2136703.5
2900.25,1796562.2
3300.3301,1967160.4
2100.1299,1836652.0
2500.1899,1175670.5
2600.2,1178452.0
2300.1599,994440.94
4100.5,1504179.8
6401.23,1699245.6
5400.8799,2390700.2
3800.4299,2675738.5
7901.8799,2516069.0
6001.0801,2228474.5
8902.3799,1975681.5
5400.8799,1907296.1
6901.4302,1711310.5
5600.9399,2142519.5
1300.05,1874834.8
2500.1899,2101307.0
1200.04,2274475.0
1100.04,1590418.9
2000.12,1866259.5
3900.46,1668759.0
4600.6401,1732194.0
2500.1899,1744962.1
2600.2,1423675.5
2100.1299,2320827.2
2400.1699,1400790.2
2700.22,1572700.4
8702.2695,1693821.9
3600.3899,1839248.9
2500.1899,1648497.6
3500.3701,1564747.2
2500.1899,1786458.6
5200.8101,2133241.0
8202.0195,2066559.9
7401.6499,2390267.5
6301.1899,2515298.0
7301.6001,2830051.8
4900.7202,2756594.2
3700.4099,2451430.2
6001.0801,2508778.8
6101.1201,2514689.2
4300.5601,2490248.5
8702.2695,2551479.0
3500.3701,2252536.5
3000.27,2055698.8
2000.12,2105730.0
4200.5298,1799483.8
9902.9404,2028431.2
9302.5996,2298293.5
